"","char.name","char.stat","char.value"
"21715","Paramedic","Introduced by","John Yorke"
"21716","Paramedic","Gender"," Female"
"21717","Paramedic","First Appearance","10 January 2019"
"21718","Paramedic","Last Appearance","18 May 2020"
"21719","Paramedic","Duration","2019"
"21720","Paramedic","Episode Count"," 2 "
"21721","Paramedic","Status","Alive"
"21722","Paramedic","Occupation","Paramedic"
"21723","Paramedic","Classification","Former; guest"
"21724","Paramedic","Page Links:","What Links Here"
"21725","Paramedic (2 June 1994)","Portrayed by","Shaun Williamson (search)"
"21726","Paramedic (2 June 1994)","Introduced by","Barbara Emile"
"21727","Paramedic (2 June 1994)","Gender"," Male"
"21728","Paramedic (2 June 1994)","Appears on","2 June 1994"
"21729","Paramedic (2 June 1994)","Episode Count"," 1 "
"21730","Paramedic (2 June 1994)","Status","Alive"
"21731","Paramedic (2 June 1994)","Occupation","Paramedic"
"21732","Paramedic (2 June 1994)","Classification","Former; guest"
"21733","Paramedic (2 June 1994)","Page Links:","What Links Here"
"21734","Paramedic (2007-2008)","Portrayed by","Ysobel Gonzalez (search)"
"21735","Paramedic (2007-2008)","Introduced by","Diederick Santer"
"21736","Paramedic (2007-2008)","Gender"," Female"
"21737","Paramedic (2007-2008)","First Appearance","21 May 2007"
"21738","Paramedic (2007-2008)","Last Appearance","6 May 2008"
"21739","Paramedic (2007-2008)","Episode Count"," 2 "
"21740","Paramedic (2007-2008)","Status","Alive"
"21741","Paramedic (2007-2008)","Occupation","Paramedic"
"21742","Paramedic (2007-2008)","Classification","Former; guest"
"21743","Paramedic (2007-2008)","Page Links:","What Links Here"
"21744","Paramedic (6 May 2008)","Portrayed by","Uncredited (search)"
"21745","Paramedic (6 May 2008)","Introduced by","Diederick Santer"
"21746","Paramedic (6 May 2008)","Gender"," Male"
"21747","Paramedic (6 May 2008)","Episode Count"," 1 "
"21748","Paramedic (6 May 2008)","Status","Alive"
"21749","Paramedic (6 May 2008)","Occupation","Paramedic"
"21750","Paramedic (6 May 2008)","Classification","Former; guest"
"21751","Paramedic (6 May 2008)","Page Links:","What Links Here"
"21752","Parveen Abbasi","Portrayed by","Farzana Elahe"
"21753","Parveen Abbasi","Introduced by","Diederick Santer"
"21754","Parveen Abbasi","Gender"," Female"
"21755","Parveen Abbasi","First Appearance","28 May 2009"
"21756","Parveen Abbasi","Last Appearance","11 June 2009"
"21757","Parveen Abbasi","Duration","2009"
"21758","Parveen Abbasi","Episode Count"," 4 "
"21759","Parveen Abbasi","Address","Washington D.C"
"21760","Parveen Abbasi","Status","Alive"
"21761","Parveen Abbasi","Classification","Former; guest"
"21762","Parveen Abbasi","Father","Nadim Abbasi"
"21763","Parveen Abbasi","Mother","Bushra Abbasi"
"21764","Parveen Abbasi","Sisters","Zulekha AbbasiTwo Unnamed"
"21765","Parveen Abbasi","First cousins","Afia Masood"
"21766","Parveen Abbasi","Page Links:","What Links Here"
"21767","Parvez Ahmed","Portrayed by","Mohammed Ashiq (search)"
"21768","Parvez Ahmed","Introduced by","Michael Ferguson"
"21769","Parvez Ahmed","Gender"," Male"
"21770","Parvez Ahmed","Appears on","29 May 1990"
"21771","Parvez Ahmed","Episode Count"," 1 "
"21772","Parvez Ahmed","Status","Alive"
"21773","Parvez Ahmed","Classification","Former; guest"
"21774","Parvez Ahmed","Nephews","Jabbar Ahmed"
"21775","Parvez Ahmed","Page Links:","What Links Here"
"21776","Pastor Cassius Lawrence","Portrayed by","Ray Emmet Brown"
"21777","Pastor Cassius Lawrence","Introduced by","Kate Oates Jon Sen"
"21778","Pastor Cassius Lawrence","Gender"," Male"
"21779","Pastor Cassius Lawrence","First Appearance","12 November 2020"
"21780","Pastor Cassius Lawrence","Last Appearance","16 March 2021 - Part 1"
"21781","Pastor Cassius Lawrence","Duration","2020-2021"
"21782","Pastor Cassius Lawrence","Episode Count"," 7 "
"21783","Pastor Cassius Lawrence","Status","Alive"
"21784","Pastor Cassius Lawrence","Occupation","Pastor"
"21785","Pastor Cassius Lawrence","Classification","Former; guest"
"21786","Pastor Cassius Lawrence","Page Links:","What Links Here"
"21787","Pat Evans","Birth","Patricia Harris"
"21788","Pat Evans","Married","Pat Beale  Pat Wicks  Pat Butcher"
"21789","Pat Evans","Portrayed by","Pam St. Clement"
"21790","Pat Evans","Introduced by","Julia Smith (1986) Dominic Treadwell-Collins (2016)"
"21791","Pat Evans","Spin-off Appearances","Dimensions in Time (1993) Pat and Mo (2004) Last Tango in Walford (2010) The Ghosts of Ian Beale (2014)"
"21792","Pat Evans","Book Appearances","Swings and Roundabouts"
"21793","Pat Evans","Gender"," Female"
"21794","Pat Evans","First Appearance","12 June 1986"
"21795","Pat Evans","Last Appearance","1 January 2012"
"21796","Pat Evans","Other Appearances","17 May 2016 (hallucination)"
"21797","Pat Evans","Credits","List of appearances"
"21798","Pat Evans","Cause/Reason","Died of pancreatic cancer"
"21799","Pat Evans","Duration","1986-2012, 2016"
"21800","Pat Evans","Episode Count"," 2,192 "
"21801","Pat Evans","Doof Doof Count"," 123 "
"21802","Pat Evans","Address","46 Albert Square (1988-1990) 41 Albert Square (1993-2003) 31 Albert Square (2005-2012)"
"21803","Pat Evans","Status","Deceased"
"21804","Pat Evans","Age","69"
"21805","Pat Evans","Date of Birth","28th December 1942"
"21806","Pat Evans","Date of Death","1st January 2012"
"21807","Pat Evans","Occupation","Pub Owner (2014)  Pub Landlady (1989-1990)  Turf Accountants Owner (2006)"
"21808","Pat Evans","Classification","Former; regular"
"21809","Pat Evans","Husband","Pete Beale (1961-1965; deceased) Brian Wicks (1966-1989; ) Frank Butcher (1989-1996; deceased) Roy Evans (1996-2003; deceased)"
"21810","Pat Evans","Romances","Den Watts (deceased) Kenny Beale Patrick Trueman"
"21811","Pat Evans","Sons","David Wicks Simon Wicks"
"21812","Pat Evans","Stepsons","Ricky Butcher Barry Evans Nathan Williams"
"21813","Pat Evans","Stepdaughters","Janine Butcher Diane Butcher Clare Butcher"
"21814","Pat Evans","Mother","Lydia Harris"
"21815","Pat Evans","Grandsons","Joe Wicks Steven Beale (deceased)"
"21816","Pat Evans","Granddaughters","Bianca Jackson Karen Wicks"
"21817","Pat Evans","Great-grandsons","Liam Butcher Morgan Butcher"
"21818","Pat Evans","Great-granddaughters","Natasha Butcher (deceased) Whitney Dean (adoptive) Tiffany Butcher-Baker Abi Branning Jr"
"21819","Pat Evans","Brothers","Jimmy Harris Geoffrey Harris"
"21820","Pat Evans","Sisters","Joan Harris"
"21821","Pat Evans","Nephews","Billy Harris"
"21822","Pat Evans","Nieces","Jean Harris Viv Slater (adoptive)"
"21823","Pat Evans","Great-nieces","Lynne Slater (adoptive) Kat Slater (adoptive) Little Mo Slater (adoptive) Belinda Peacock (adoptive)"
"21824","Pat Evans","Pets","Roly Terrence"
"21825","Pat Evans","Page Links:","What Links Here"
"21826","Patch","Portrayed by","Uncredited (search)"
"21827","Patch","Gender"," Male"
"21828","Patch","First Appearance","25 December 1998 - Part 1"
"21829","Patch","Last Appearance","25 December 1998 - Part 2"
"21830","Patch","Duration","1998"
"21831","Patch","Address","Unknown"
"21832","Patch","Status","Alive"
"21833","Patch","Breed","Unknown"
"21834","Patch","Owners","Ronnie"
"21835","Patch","Page Links:","What Links Here"
"21836","Patricia Reid","Portrayed by","Abigail Davies (search)"
"21837","Patricia Reid","Introduced by","Dominic Treadwell-Collins"
"21838","Patricia Reid","Gender"," Female"
"21839","Patricia Reid","First Appearance","17 March 2016"
"21840","Patricia Reid","Status","Alive"
"21841","Patricia Reid","Occupation","Doctor"
"21842","Patricia Reid","Classification","Former; guest"
"21843","Patricia Reid","Page Links:","What Links Here"
"21844","Patrick","Portrayed by","Garrett Keogh (search)"
"21845","Patrick","Gender"," Male"
"21846","Patrick","First Appearance","22 September 1997"
"21847","Patrick","Last Appearance","25 September 1997"
"21848","Patrick","Duration","1997"
"21849","Patrick","Address","Kilmoneen, Ireland"
"21850","Patrick","Status","Alive"
"21851","Patrick","Occupation","Hotel manager and publican"
"21852","Patrick","Classification","Guest"
"21853","Patrick","Page Links:","What Links Here"
"21854","Patrick (1997)","Portrayed by","Ian Rose (search)"
"21855","Patrick (1997)","Gender"," Male"
"21856","Patrick (1997)","First Appearance","18 February 1997"
"21857","Patrick (1997)","Last Appearance","26 May 1997"
"21858","Patrick (1997)","Episode Count"," 2 "
"21859","Patrick (1997)","Status","Alive"
"21860","Patrick (1997)","Classification","Former; guest"
"21861","Patrick (1997)","Brothers","Unnamed brother"
"21862","Patrick (1997)","Page Links:","What Links Here"
"21863","Patrick Rogers","Portrayed by","Uncredited (search)"
"21864","Patrick Rogers","Gender"," Male"
"21865","Patrick Rogers","Appears on","5 May 1998"
"21866","Patrick Rogers","Episode Count"," 1 "
"21867","Patrick Rogers","Status","Alive"
"21868","Patrick Rogers","Classification","Former; guest"
"21869","Patrick Rogers","Page Links:","What Links Here"
"21870","Patrick Trueman","Nicknames","Patty (by Yolande, Sheree Trueman and Alfie Moon)"
"21871","Patrick Trueman","Portrayed by","Rudolph Walker"
"21872","Patrick Trueman","Introduced by","John Yorke (2001)"
"21873","Patrick Trueman","Spin-off Appearances","Beatles Tribute (2007)EastEnders: E20 (2010)"
"21874","Patrick Trueman","Gender"," Male"
"21875","Patrick Trueman","First Appearance","13 September 2001"
"21876","Patrick Trueman","Credits","List of appearances"
"21877","Patrick Trueman","Duration","2001-"
"21878","Patrick Trueman","Episode Count"," Ongoing "
"21879","Patrick Trueman","Doof Doof Count"," 28 "
"21880","Patrick Trueman","Address","20 Albert Square"
"21881","Patrick Trueman","Status","Alive"
"21882","Patrick Trueman","Age","82"
"21883","Patrick Trueman","Date of Birth","26th June 1940"
"21884","Patrick Trueman","Occupation","Retired"
"21885","Patrick Trueman","Classification","Present; regular"
"21886","Patrick Trueman","Wife","Audrey Trueman (1968-2001; deceased) Yolande Duke (2004-2009) Sheree Baptiste (2019-)"
"21887","Patrick Trueman","Fiancée","Ruth (1958)"
"21888","Patrick Trueman","Romances","Renee de Boyne (1963) Pat Evans (2006) Linda Clarke (2009) Claudette Hubbard (2016)"
"21889","Patrick Trueman","Sons","Paul Trueman (adoptive; deceased) Anthony Trueman Isaac Baptiste"
"21890","Patrick Trueman","Mother","Eleanor Trueman (deceased)"
"21891","Patrick Trueman","Grandsons","Euan Trueman"
"21892","Patrick Trueman","Granddaughters","Eleanor Trueman Jr (adoptive)"
"21893","Patrick Trueman","Page Links:","What Links Here"
"21894","Pattison QC","Portrayed by","Paul Herzberg (search)"
"21895","Pattison QC","Introduced by","Kate Oates Jon Sen"
"21896","Pattison QC","Gender"," Male"
"21897","Pattison QC","First Appearance","8 October 2020"
"21898","Pattison QC","Last Appearance","15 October 2020"
"21899","Pattison QC","Episode Count"," 4 "
"21900","Pattison QC","Status","Alive"
"21901","Pattison QC","Occupation","QC"
"21902","Pattison QC","Classification","Former; guest"
"21903","Pattison QC","Page Links:","What Links Here"
"21904","Paul","Portrayed by","Paul Bradbury (search)"
"21905","Paul","Introduced by","Sean O'Connor"
"21906","Paul","Gender"," Male"
"21907","Paul","First Appearance","26 January 2017"
"21908","Paul","Last Appearance","9 May 2017"
"21909","Paul","Status","Alive"
"21910","Paul","Occupation","Stall Holder"
"21911","Paul","Classification","Former; guest"
"21912","Paul","Page Links:","What Links Here"
"21913","Paul (12 November 2020)","Portrayed by","Uncredited (search)"
"21914","Paul (12 November 2020)","Introduced by","Kate Oates Jon Sen"
"21915","Paul (12 November 2020)","Gender"," Male"
"21916","Paul (12 November 2020)","Appears on","12 November 2020"
"21917","Paul (12 November 2020)","Episode Count"," 1 "
"21918","Paul (12 November 2020)","Status","Alive"
"21919","Paul (12 November 2020)","Classification","Former; guest"
"21920","Paul (12 November 2020)","Page Links:","What Links Here"
"21921","Paul (2008-2009)","Portrayed by","Jack Gordon (search)"
"21922","Paul (2008-2009)","Introduced by","Diederick Santer"
"21923","Paul (2008-2009)","Gender"," Male"
"21924","Paul (2008-2009)","First Appearance","23 December 2008"
"21925","Paul (2008-2009)","Last Appearance","9 March 2009"
"21926","Paul (2008-2009)","Episode Count"," 7 "
"21927","Paul (2008-2009)","Status","Alive"
"21928","Paul (2008-2009)","Occupation","Bartender"
"21929","Paul (2008-2009)","Classification","Former; recurring"
"21930","Paul (2008-2009)","Romances","Danielle Jones (2008)Stacey Slater (2009)"
"21931","Paul (2008-2009)","Page Links:","What Links Here"
"21932","Paul Chewins","Portrayed by","Scott Baker (search)"
"21933","Paul Chewins","Introduced by","Kate Oates Jon Sen"
"21934","Paul Chewins","Gender"," Male"
"21935","Paul Chewins","First Appearance","1 April 2021"
"21936","Paul Chewins","Episode Count"," 3 "
"21937","Paul Chewins","Status","Alive"
"21938","Paul Chewins","Occupation","Journalist"
"21939","Paul Chewins","Classification","Former; guest"
"21940","Paul Chewins","Page Links:","What Links Here"
"21941","Paul Priestly","Portrayed by","Mark Thrippleton (search)"
"21942","Paul Priestly","Introduced by","Mike Gibbon"
"21943","Paul Priestly","Gender"," Male"
"21944","Paul Priestly","First Appearance","20 April 1989"
"21945","Paul Priestly","Last Appearance","1 March 1990"
"21946","Paul Priestly","Credits","List of appearances"
"21947","Paul Priestly","Duration","1989–90"
"21948","Paul Priestly","Episode Count"," 53 "
"21949","Paul Priestly","Status","Alive"
"21950","Paul Priestly","Occupation","Builder"
"21951","Paul Priestly","Classification","Former; regular"
"21952","Paul Priestly","Page Links:","What Links Here"
"21953","Paul Skeggs","Portrayed by","Richard Thomson (search)"
"21954","Paul Skeggs","Introduced by","Kate Oates Jon Sen"
"21955","Paul Skeggs","Gender"," Male"
"21956","Paul Skeggs","First Appearance","19 October 2020"
"21957","Paul Skeggs","Last Appearance","2 November 2020"
"21958","Paul Skeggs","Episode Count"," 3 "
"21959","Paul Skeggs","Status","Alive"
"21960","Paul Skeggs","Classification","Former; guest"
"21961","Paul Skeggs","Aunts","Mrs Hancock"
"21962","Paul Skeggs","Page Links:","What Links Here"
"21963","Paul Trueman","Portrayed by","Gary Beadle"
"21964","Paul Trueman","Introduced by","John Yorke"
"21965","Paul Trueman","Gender"," Male"
"21966","Paul Trueman","First Appearance","23 April 2001"
"21967","Paul Trueman","Last Appearance","23 December 2004"
"21968","Paul Trueman","Credits","List of appearances"
"21969","Paul Trueman","Cause/Reason","Shot by Andy Hunter's Hit man"
"21970","Paul Trueman","Duration","2001-2004"
"21971","Paul Trueman","Episode Count"," 372 "
"21972","Paul Trueman","Status","Deceased"
"21973","Paul Trueman","Age","37"
"21974","Paul Trueman","Date of Birth","20th January 1967"
"21975","Paul Trueman","Date of Death","23rd December 2004"
"21976","Paul Trueman","Occupation","Unemployed"
"21977","Paul Trueman","Classification","Former; regular"
"21978","Paul Trueman","Romances","Amy"
"21979","Paul Trueman","Daughters","Eleanor Trueman"
"21980","Paul Trueman","Father","Milton Hibbert"
"21981","Paul Trueman","Mother","Audrey Trueman"
"21982","Paul Trueman","Adoptive father","Patrick Trueman"
"21983","Paul Trueman","Half-Brothers","Anthony Trueman Isaac Baptiste"
"21984","Paul Trueman","Half-Sisters","Rebecca Hibbert"
"21985","Paul Trueman","Aunts","Julia"
"21986","Paul Trueman","Page Links:","What Links Here"
"21987","Paul Coker","Portrayed by","Jonny Labey"
"21988","Paul Coker","Introduced by","Dominic Treadwell-Collins (2015)"
"21989","Paul Coker","Gender"," Male"
"21990","Paul Coker","First Appearance","1 June 2015"
"21991","Paul Coker","Last Appearance","8 September 2016"
"21992","Paul Coker","Credits","List of appearances"
"21993","Paul Coker","Cause/Reason","Beaten to death in a homophobic attack instigated by Simon Atmore and his group"
"21994","Paul Coker","Duration","2015-2016"
"21995","Paul Coker","Episode Count"," 104 "
"21996","Paul Coker","Address","53A Turpin Road"
"21997","Paul Coker","Status","Deceased"
"21998","Paul Coker","Age","20"
"21999","Paul Coker","Date of Birth","22nd February 1996"
"22000","Paul Coker","Date of Death","16th July 2016"
"22001","Paul Coker","Occupation","Hairdresser  Assistant undertaker  Market trader"
"22002","Paul Coker","Classification","Former; regular"
